ComplexID	Name	GeneList
2753	FYB-CARMA1-BCL-10-MALT1 complex	2533, 8915, 84433, 10892
2754	JUND-FOSB-SMAD3-SMAD4 complex	3727, 2354, 4088, 4089
2755	17S U2 snRNP	23350, 1665, 23451, 22826, 10285, 6629, 6627, 3329, 6628, 11338, 6635, 6636, 6637, 6632, 6633, 6634, 7307, 6426, 10946, 10131, 10992, 23450, 10262, 8175, 10291, 9879, 84844, 10523, 84991, 83443, 10362, 22827, 51639
2756	Ubiquitin ligase (UBE2N, UBE2V2)	7334, 7336
2757	SMN complex, U7 snRNA specific	6628, 6635, 6636, 6637, 6634, 134353, 84967
2758	TAK1 complex	6885, 10454, 23118
2759	MBD1-MCAF complex	55729, 4152
2760	SMAD3-SMAD4-FOXO3 complex	2309, 4088, 4089
2761	SMAD3-SMAD4-FOXO1 complex	4088, 2308, 4089
2762	SMAD3-SMAD4-FOXO4 complex	4088, 4303, 4089
2763	MBD1-Suv39h1-HP1 complex	6839, 23468, 4152
2764	PRMT5 complex	10419
2765	PRMT1 complex	3276
2766	TERF2-RAP1 complex	2547, 7520, 4361, 7014, 10111, 26277, 54386
2767	RAD50-MRE11-NBN-p200-p350 complex	4683, 4361, 10111
2770	ITGA6-ITGB4-CD9 complex	3691, 928, 3655
2772	Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	6500, 8454, 1407, 26224
2773	Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	6500, 8454, 1408, 26224
2774	MDC1-H2AFX-TP53BP1 complex	3014, 7158, 9656
2775	MDC1-p53BP1-SMC1 complex	7158, 9656, 8243
2776	RAD50-BRCA1 complex	672, 10111
2783	BARD1-BRCA1-CSTF64 complex	1478, 672, 580
2786	BRCA1 A complex	672, 84142, 51720, 580
2787	BRCA1 C complex	672, 51720, 5932, 580
2788	BRCA1 B complex	571, 672, 580
2789	ETS2-ERG complex	2078, 2114
2790	ETS2-ETS1 complex	2113, 2114
2791	MCM4-MCM6-MCM7 complex	4173, 4176, 4175
2792	MCM2-MCM4-MCM6-MCM7 complex	4173, 4176, 4171, 4175
2797	PCNA-CHL12-RFC2-5 complex	5111, 5984, 5982, 5985, 5983, 63922
2798	CLDN1-MMP2 complex	9076, 4313
2801	OCT4-SOX2 DNA-protein complex	6657, 5460
2802	OCT1-SOX2 DNA-protein complex	5451, 6657
2803	PAX6-SOX2 DNA-protein complex	5080, 6657
2804	CTF18-cohesion-RFC complex	54921, 5984, 5982, 5985, 5983, 63922, 79075
2805	CTF8-DCC1 subcomplex	54921, 79075
2809	9-1-1-APE1 complex	5810, 3364, 328, 5883
2811	BRCA1-cABL complex	25, 672
2812	RPAP1-RPB2-RPB3 complex	5432, 5431, 26015
2813	BRCA1-SMAD3 complex	672, 4088
2814	BRCA1-HDAC1-HDAC2 complex	672, 3065, 3066
2815	BRCA1-BARD1-BACH1-DNA damage complex II	571, 4683, 672, 4361, 11073, 10111, 5932, 580
2816	ITGAV-ITGB3 complex	3690, 3685
2817	BRCA1-BARD1-BACH1-DNA damage complex I	571, 672, 4292, 2956, 11073, 580
2818	BRCA1-BARD1-BRCA2-DNA damage complex III	672, 675, 580
2819	BRCA1-CtIP-CtBP complex	672, 1487, 5932
2820	BRCA1-VCP complex	672, 7415
2821	hSIR2-p53 complex	7157, 23411
2822	E3 ubiquitin ligase (BRCA1, BARD1) - UbcH5c complex	672, 7323, 580
2823	BRCA1-BARD1-UbcH7c complex	672, 7332, 580
2824	BRCA1-RAD51 complex	672, 5888
2825	BRCA1-RNA polymerase II complex	5433, 2963, 2068, 5432, 5434, 2071, 6908, 5430, 2960, 2961, 5431, 2965, 2962, 5438, 672, 5437, 5439, 5440, 5435, 5436, 5441, 2959, 9412, 2966, 2967, 2968
2826	ITGB3-ITGAV-VTN complex	7448, 3690, 3685
2829	RSmad complex	6597, 4088, 4089, 4087, 57492, 6601, 1387, 6599, 51592, 8202
2830	TIF1gamma-SMAD2-SMAD3 complex	4088, 4087, 51592
2833	SRm160-SRm300 complex	10250, 23524
2834	SMAD4-SMAD2-SMAD3 complex	4088, 4089, 4087
2838	MEP50-PRMT5-ICLN complex	10419, 1207, 79084
2839	ATRX-DAXX complex	546, 1616
2842	DAXX-Axin-p53-HIPK2 complex	8312, 7157, 28996, 1616
2844	Axin-p53-HIPK2 complex	8312, 7157, 28996
2846	ITGAV-ITGB3-THBS1 complex	3690, 3685, 7057
2847	ING4 complex (ING4, JADE2, KAT7, MEAF6)	11143, 64769, 23338, 51147
2848	ING4 complex (ING4, JADE3, KAT7, MEAF6)	11143, 9767, 64769, 51147
2849	ITGAV-ITGB3-NOV complex	3690, 3685, 4856
2850	ITGA5-ITGB1-FN-1-NOV complex	2335, 3688, 3678, 4856
2851	ING2 complex	8819, 5926, 5928, 3065, 5931, 51742, 84312, 3066, 25942, 79595, 3622, 64426, 25855
2852	Brg1-based SWI/SNF complex	86, 6598, 6601, 6599
2853	ITGA5-ITGB1-CAL4A3 complex	3688, 3678, 80781
2856	NuA4/Tip60 HAT complex	86, 10524, 57634, 10902, 80314, 55929, 54556, 10933, 8607, 8295
2857	NuA4/Tip60 HAT complex	8089, 86, 26122, 10524, 57634, 10902, 80314, 64769, 55929, 54556, 10933, 10856, 8607, 8295
2858	ING5 complex (ING5, JADE1, KAT7, MEAF6)	11143, 79960, 84289, 64769
2859	ING5 (BRPF1, MOZ, MORF) complex	7862, 23522, 84289, 7994, 64769
2861	DSIF complex (DRB sensitivity-inducing factor complex)	6829, 6827
2863	Serine-palmitoyltransferase (SPTLC1, SPTLC3) complex	10558, 55304
2872	ITGA2b-ITGB3-CD9-GP1b-CD47 complex	3690, 2811, 3674, 928, 961
2873	P-TEFb-7SKRNA-HEXIM1 complex	904, 10614, 1025
2875	BRD4-P-TEFb complex	904, 23476, 1025
2879	CD20-LCK-FYN-p75/80 complex	3932, 2534, 931
2880	Ubiquitin E3 ligase (FBXW11, SKP1, CUL1)	6500, 8454, 23291
2881	Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)	9978, 6500, 8454, 8945
2882	ITGA5-ITGB3-COL6A3 complex	3690, 3678, 1293
2884	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	374291, 4722, 4712, 4535, 4700, 4704, 51103
2885	ITGAV-ITGB1-SPP1 complex	3688, 3685, 6696
2886	Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial	4535, 4536, 4537, 51103
2890	RBPJ-NOTCH1-MAML1 complex	4851, 3516, 9794
2892	BCR-ABL (p185 fusion protein)-GRB2 complex	2885, None
2893	BCR-ABL (p210 fusion protein)-GRB2-SOS1 complex	None, 2885, 6654
2895	SHC-GRB2 complex	6464, 2885
2896	ITGA2B-ITGB3-CD47-FAK complex	3690, 3674, 5747, 961
2898	Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial	4720, 4722, 4704
2901	Respiratory chain complex I (intermediate IV/310kD), mitochondrial	4720, 4722, 4535, 4704
2903	Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial	4695, 4720, 4722, 4535, 4704
2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial	4724, 4695, 4725, 374291, 4720, 4722, 4535, 4729, 4700, 4704
2905	Respiratory chain complex I (intermediate), mitochondrial	4724, 4695, 4725, 374291, 4720, 4722, 4712, 4535, 4729, 4700, 4704
2906	Respiratory chain complex I (intermediate II/230kD), mitochondrial	4724, 374291, 4729
2907	RBP-Jkappa-Notch1 complex	4851, 3516
2908	RBP-Jkappa-SHARP complex	3516, 23013
2909	PLC-gamma-2-Syk-LAT-FcR-gamma complex	27040, 2209, 5336, 6850
2910	PLC-gamma-2-Lyn-FcR-gamma complex	4067, 2209, 5336
2911	SMRT-SKIP-CBF1 complex	3516, 22938, 9612
2912	PLC-gamma-2-SLP-76 complex	5336, 3937
2913	PLC-gamma-2-LAT complex	27040, 5336
2914	Respiratory chain complex I (beta subunit), mitochondrial	4697, 4706, 4711, 4709, 4707, 4712, 4710, 4714, 4708, 4718, 4716, 4538, 4540, 4713, 54539, 4715
2917	GRB2-SOS1 complex	2885, 6654
2918	Ku antigen-YY1-alphaMyHC promoter complex	2547, 7520, 7528
2919	Respiratory chain complex I (gamma subunit), mitochondrial	4694, 4717, 4725, 4696, 4705, 4535, 4536, 4537, 4539, 4541, 4702, 4700, 4704
2920	Respiratory chain complex I (lambda subunit), mitochondrial	4728, 4724, 4695, 374291, 4720, 4726, 4722, 4701, 4729, 4719, 4723, 4731, 4698, 126328, 51079, 55967
2921	SHARP-CtBP complex	1488, 1487, 23013
2922	LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated	27040, 5335, 5295, 2885, 6654
2923	SHARP-CtBP1-CtIP complex	1487, 23013, 5932
2930	SHARP-CtIP-RBP-Jkappa complex	3516, 23013, 5932
2931	SHARP-CtBP1-CtIP-RBP-Jkappa corepressor complex	3516, 1487, 23013, 5932
2936	Ecsit complex (ECSIT, GAPDH, MT-CO2, NDUFAF1, TRAF6)	4513, 2597, 51295, 51103, 7189
2937	PTF1-bHLH complex	256297, 6938
2938	ECSIT complex (ECSIT, NDUFS3, TOMM20)	4722, 9804, 51295
2939	Ecsit complex (ECSIT, MT-CO2, MT-ND1, NDUFA1, NDUFAF1, TRAF6)	4694, 4513, 4535, 51295, 51103, 7189
2942	Ecsit complex (ECSIT, NDUFS3, NDUFAF1)	4722, 51295, 51103
2943	Respiratory chain complex I (incomplete NDUFAF1 assembly), mitochondrial	4535, 51103
2944	Notch1-p56lck-PI3K complex	3932, 5295, 4851
2945	RBP-Jkappa-RING1-KyoT2 complex	3516, 6015, 2273
2946	YY1-Notch1-RBP-Jkappa complex	7528, 4851, 3516
2947	YY1-Notch1 complex	7528, 4851
2948	Respiratory chain complex I (incomplete intermediate), mitochondrial	4724, 374291, 4720, 4726, 4714, 4705, 4729, 4719, 4723, 4731, 4704
2955	LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated	27040, 3932, 5335, 3937
2956	PLC-gamma-1-LAT-c-CBL complex, OKT3 stimulated	27040, 5335, 867
2957	LAT-GRB2 complex, Fyn-mLck(KA) or Syk kinase activated	27040, 2885
2958	SMAD1-CBP complex	4086, 1387
2959	SMAD1-OAZ-HsN3 complex	5692, 4946, 4086
2960	SLP-76-PLC-gamma-1-ITK complex, alpha-TCR stimulated	5335, 3702, 3937
2961	SLP-76-PLC-gamma-1-VAV complex, alpha-TCR stimulated	7409, 5335, 3937
2962	CRK-BCAR1-DOCK1 complex	1398, 9564, 1793
2963	ITK-SLP-76 complex, anti-TCR stimulated	3702, 3937
2966	NuMA-LGN-G-alpha-i-1 complex	2770, 29899, 4926
2968	Axin-SMAD3 complex	8312, 4088
2970	mTORC1 complex (MLST8, MTOR, RAPTOR)	2475, 57521, 64223
2971	ITGA9-ITGB1-VEGFC complex	3688, 7424, 3680
2972	ITGA9-ITGB1-VEGFA complex	3688, 7422, 3680
2975	SMAD3-E2F4/5-p107-DP1 complex	5933, 4088, 7027, 1875, 1874
2985	mTOR complex (MTOR, RAPTOR)	2475, 57521
2989	ITGA9-ITGB1-ADAM8 complex	3688, 101, 3680
2992	Ubiquitin E3 ligase (SMAD7, SMURF2)	4092, 64750
2996	Ubiquitin E3 ligase (SMAD7, SMURF1)	4092, 57154
2997	Ubiquitin E3 ligase (SMAD7-SMURF1) - TGF(beta)	4092, 7046, 7048, 57154
2998	Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex	8312, 1499, 2932, 5525
3004	APC-AXIN1-CTNNB1 complex	8312, 324, 1499
3008	60S APC containing complex	7283, 324, 8826, 7846
3011	APC-IQGAP1-Rac1 complex	324, 8826, 5879
3012	APC-IQGAP1-Cdc42 complex	324, 8826, 998
3015	p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex	898, 1017, 1027, 1163, 9978, 6500, 6502, 8454
3025	TGF-beta receptor II-TGF-beta3 complex	7043, 7048
3026	TGF-beta receptor II-TGF-beta1 complex	7040, 7048
3028	TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex	7043, 7046, 7048
3031	TGFbetaRII-TGFbetaRI-TGFbeta1 complex	7040, 7046, 7048
3032	AGO2-DICER1-HSP90AB1-TARBP2 complex	3326, 6895, 27161, 23405
3033	PAC3-PAC4 complex	389362, 84262
3034	PAC1-PAC2 complex	8624, 56984
3035	LAT2-ITGB1 complex	3688, 23428
3036	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)	1163, 9978, 6500, 6502, 8454
3038	SMAD2-SMAD4-FAST1 complex	8928, 4089, 4087
3039	SMAD2-FAST1 complex	8928, 4087
3040	Multisynthetase complex	9521, 2058, 1615, 3376, 5859, 5917, 4141, 9255, 7965, 3735, 51520
3041	TGF-beta-receptor type II homodimer complex	7048
3043	BMP2-BRIA complex	650, 652, 657
3044	SKI-NCOR1-SIN3A-HDAC1 complex	9611, 6497, 3065, 25942
3045	hs4 enhancer complex (faster migrating complex)	5452, 5451, 4790, 7528, 5970
3046	hs4 enhancer complex (slow migrating complex)	7528, 5971
3048	mSin3A corepressor complex	5928, 3065, 5931, 3066, 25942
3051	MAD-MAX complex	4149, 4084
3052	MYC-MAX complex	4609, 4149
3053	mSin3A-HDAC1-HDAC2 complex	3065, 3066, 25942
3054	MAD1-mSin3A-HDAC2 complex	4084, 3066, 25942
3055	Nop56p-associated pre-rRNA complex	10528, 26156, 292, 6176, 6181, 6175, 4869, 6218, 3178, 7150, 1938, 6187, 3007, 6165, 6129, 6139, 4691, 2091, 6206, 11338, 6137, 6134, 6136, 6133, 6146, 6124, 6727, 6122, 23521, 11224, 6157, 6125, 6144, 6158, 6203, 6159, 7284, 9045, 4670, 4673, 4809, 6189, 6154, 6138, 6155, 6168, 6201, 6202, 6210, 6217, 6208, 6228, 6222, 6235, 6207, 6205, 6130, 59, 6147, 6194, 9349, 6209, 6229, 6156, 6170, 6160, 4736, 6161, 6135, 6132, 72, 4904, 1915, 6152, 6173, 6143, 3192, 7307, 6142, 6128, 6141, 1660, 3608, 3609, 6949, 11137, 9221, 55681, 7846, 55299, 8971, 6732, 10969, 8342, 10514, 26354, 81027, 9188, 55131, 55646, 10642, 51602, 51631, 25873
3056	Microprocessor complex	54487, 29102
3057	ITGA10-ITGB1 complex	8515, 3688
3058	ITGA11-ITGB1 complex	3688, 22801
3059	ITGA11-ITGB1-COL1A1 complex	1277, 3688, 22801
3060	RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	892, 5430, 2962, 1024, 6595, 6598, 9412
3061	RNA polymerase II complex (CBP, PCAF, RPB1, BAF47, CYCC, CDK8), chromatin structure modifying	892, 5430, 1024, 6598, 1387, 8850
3062	RNA polymerase II complex, (CBP, RPBI, PCAF, BAF47), chromatin structure modifying	5430, 6598, 1387, 8850
3063	Brg1-associated complex II	8289, 10419, 86, 6597, 6598, 6601, 6599
3064	RNA polymerase II complex, chromatin structure modifying	6908, 892, 5430, 2960, 2965, 2962, 1024, 6595, 2959, 6598, 9412, 10589, 54760, 6601, 6599, 6602
3065	RNA polymerase II complex, chromatin structure modifying	86, 892, 1024, 6598, 9412, 6601, 6599, 6605, 6602
3066	RNA polymerase II complex, chromatin structure modifying	2071, 892, 5430, 2962, 1024, 6595, 6597, 2959, 6598, 9412, 2967, 1387, 8850
3067	RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	892, 2962, 1024, 902, 6598, 9412, 6601, 6599
3070	CTF18-cohesion-RFC-POLH complex	54921, 5984, 5982, 5985, 5983, 63922, 79075, 5429
3071	CTLH complex, 20S	10296, 25852, 10048, 64795, 4289
3075	UTX-MLL2/3 complex	8085, 7403, 11091, 23054, 5929, 55291, 22976, 55728, 80209, 58508, 9070, 23528
3078	DGCR8-NCL complex	4691, 54487
3079	DGCR8-ILF3 complex	3609, 54487
3080	ILF3-XPO5 complex	3609, 57510
3082	DGCR8 multiprotein complex	10236, 3309, 1655, 4691, 3187, 2521, 3192, 1660, 3609, 54487, 10521
3084	CCND1-CDK4 complex	1019, 595
3085	CCND2-CDK4 complex	1019, 894
3086	CCND3-CDK4 complex	1019, 896
3087	CCND1-CDK6 complex	595, 1021
3088	CCND2-CDK6 complex	894, 1021
3089	CCND3-CDK6 complex	896, 1021
3092	APP-TOMM40 complex, mitochondrial	10452, 351
3093	APP-TIMM23 complex, mitochondrial	100287932, 351
3096	ITGA6-ITGB4-SHC1-GRB2 complex	3691, 3655, 6464, 2885
3099	COIL-TIMM50a complex	8161, 92609
3102	DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	2547, 7520, 103, 5591, 3069, 1660
3103	ITGAV-ITGB3-SLC3A2 complex	3690, 3685, 6520
3104	ITGB1-NRP1 complex	8829, 3688
3110	ITGAV-P2RY2-GNA12 complex	3685, 5029, 2768
3111	ITGA9-ITGB1-SPP1 complex	3688, 6696, 3680
3112	ITGA5-ITGB1-SPP1 complex	3688, 3678, 6696
3115	ITGA2B-ITGB3-ICAM4 complex	3690, 3674, 3386
3117	ITGB5-ITGAV-VTN complex	7448, 3685, 3693
3118	SMN complex (GEMIN2, SMN1, SNRPB, SNRPDs)	8487, 6628, 6635, 6632, 6633, 6634, None
3120	OCT1-OBF1-TLE1 complex	5451, 7088, 5450
3121	OCT2-TLE4 complex	5452, 7091
3123	TLE2 homodimer complex	7089
3124	TLE1-TLE2 complex	7088, 7089
3127	TLE-Histone H3 complex	None, 7088
3128	Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)	5663, 83464, 23385, 55851
3129	STAT6-p100-RHA complex	6778, 1660, 27044
3132	OCT1-OBF1-DNA complex	5451, 5450
3133	Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)	5295, 5290
3135	TLE1 corepressor complex (MASH1 promoter-corepressor complex)	4869, 142, 4691, 3308, 7155, 7088, 4841, 10111
3137	MASH1 promoter-coactivator complex	142, 6714, 5430, None, None, 3280, 4841, 1387, 8850
3138	POSH-AKT2 complex	208, 57630
3140	CRLR-RAMP2 complex	10266, 10203
3141	CRLR-RAMP3 complex	10268, 10203
3142	CAMK2-delta-MASH1 promoter-coactivator complex	142, 6714, 5430, 817, 3280, 4841, 1387, 8850
3144	GRB2-SOS1 complex	2885, 6654
3149	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	7088, 5928, 3065, 25942, 4824, 28996
3150	NK-3-Groucho complex	7088, 4824
3151	Sulphiredoxin-peroxiredoxin complex	5052, 140809
3153	GNAQ-GEFT-RHOA complex	2776, 387, 115557
3154	Notch2(N-TM)-Notch2(N-EC)-Delta complex	28514, 4853
3155	TFC4-CTNNB1 complex	1499, 6934
3156	CBF1-HDAC1-SMRT complex	3516, 3065, 9612
3157	PRLR heterodimer complex, long/short form (LF/S1a)	5618, 5618
3158	RIAM-Rap1-GTP-profilin complex	5216, 5906, 54518
3159	RIAM-profilin complex	5216, 54518
3160	RIAM-VASP complex	7408, 54518
3161	PRLR homodimer complex, long form (LF)	5618
3162	TF-FVIIa-FXa-TFPI complex	2159, 2155, 7035, 2152
3164	HESX1-TLE1 complex	7088, 8820
3166	AXIN1-APC-CTNNB1-GSK3B complex	8312, 324, 1499, 2932
3167	NCOR-SIN3-HDAC-HESX1 complex	23309, 3065, 3066, 25942, 8820, 9612
3168	DAXX-AXIN complex	8312, 1616
3170	Daxx-Axin-p53 complex	8312, 7157, 1616
3172	NUMB-TP53-MDM2 complex	7157, 8650, 4193
3173	CIN85 homotetramer complex	30011
3174	CIN85-BLNK complex	29760, 30011
3175	CIN85-CBL complex	867, 30011
3176	USP1-UAF1 complex	7398, 57599
3177	ARHGEF1-GNA14 complex	9630, 9138
3181	LMO4-CREB complex	1385, 8543
3182	FHL2 homodimer complex	2274
3183	PDGFRA-SHP-2 complex, PDGF stimulated	5156, 5781
3184	FHL3 homodimer complex	2275
3186	GRB2-SHP-2 complex, PDGF stimulated	2885, 5781
3187	FHL2-FHL3 complex	2275, 2274
3189	FHL2-CREB complex	1385, 2274
3190	FHL3-CREB complex	1385, 2275
3197	SMAD4-SNO-SKI complex	6497, 6498, 4089
3198	SKI-SMAD2 complex	6497, 4087
3199	SKI-SMAD3 complex	6497, 4088
3200	SMAD4-SKI complex	6497, 4089
3204	SMAD2-SKI-NCOR complex	9611, 6497, 4087
3205	SMAD3-SKI-NCOR complex	9611, 6497, 4088
3206	SMAD4-SKI-NCOR complex	9611, 6497, 4089
3207	LIN2-LIN7-SAP97-MINT1 complex	8825, 8573, 320, 1739
3208	LIN2-LIN7 complex	8825, 8573
3209	LIN2-SAP97 complex	8573, 1739
3213	ULBP1-KLRK1-HCST complex	22914, 80329, 10870
3229	CDK9-IL6ST complex	3572, 1025
3231	EPS15-STON2 complex	2060, 85439
3233	SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced	8928, 4089, 7050, 4087
3234	SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced	8928, 4089, 3065, 7050, 4087
3262	SCAMP1-SCAMP2-SCAMP3 complex	10067, 9522, 10066
3263	HERP1/HEY2-NCOR-SIN3A complex	3065, 25942, 23493, 9612
3269	RB1-HDAC1-BRG1 complex	5925, 6597, 3065
3270	Delta1 homodimer complex	28514
3271	Gamma-secretase-Delta1 complex	28514, 5663, 23385, 51107, 55851
3284	SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)	8487, 50628, None, 25929, 11218
3296	DDX20-GEMIN4-GEMIN5 complex, SMN-independent intermediate	50628, 25929, 11218
3297	GEMIN6-GEMIN7-STRAP complex, SMN-independent intermediate	79833, 79760, 11171
3298	SMN complex (GEMIN2, GEMIN5, SMN1)	8487, None, 25929
3335	NIAP homotetramer complex	4671
3458	B23-NPM3 complex	10360, 4869
3492	BAX homo-oligomer complex	581
3525	COG subcomplex (COG5, COG6, COG7, COG8)	91949, 84342, 10466, 57511
3530	COG subcomplex (COG5, COG7)	91949, 10466
3532	COG1-COG8 subcomplex	9382, 84342
3544	COG2-COG3-COG4 subcomplex	22796, 83548, 25839
3545	COG5-COG6-COG7 subcomplex	91949, 10466, 57511
3551	COG1-COG8-COG2-COG3-COG4 subcomplex	22796, 9382, 83548, 84342, 25839
3552	COG1-COG8-COG5-COG6-COG7 subcomplex	91949, 9382, 84342, 10466, 57511
3556	COG complex	91949, 22796, 9382, 83548, 84342, 25839, 10466, 57511
3618	GammaH2AFX-NDHII-Ku70-DNA complex	2547, 3014, 1660
3634	NR3C2-UBC9-SRC-1 complex	4306, 7329, 8648
3677	RIN1-STAM2-HRS complex	9146, 10254, 9610
3678	RIN1-STAM2-EGFR complex, EGF stimulated	10254, 1956, 9610
3710	CHL2-BMP2 complex	650, 25884
3711	CHL2-BMP2-TSG complex	650, 25884, 57045
3739	SKI-SMAD2-SMAD4  pentameric complex	6497, 4089, 4087
3740	SKI-SMAD3-SMAD4 complex	6497, 4088, 4089
3749	CREBBP-SMAD2 hexameric complex	4087, 1387
3750	CREBBP-SMAD3 hexameric complex	4088, 1387
3753	CREBBP-SMAD2-SMAD4 pentameric complex	4089, 4087, 1387
3754	CREBBP-SMAD3-SMAD4 pentameric complex	4088, 4089, 1387
3828	DRIP78-PHLP complex	5082, 85406
3830	ADRB2 homodimer complex	154
3847	TCL1(trimer)-AKT1 complex	207, 8115
3848	TCL1(trimer)-AKT2 complex	208, 8115
3849	TCL1 homotrimer complex	8115
3853	Rb-HDAC1 complex	5925, 3065
3900	GABP(gamma)1-E2F1-DP1 complex	1869, 7027, 126626
3917	Ternary complex (GATA4, MYOCD, SRF)	6722, 2626, 93649
3941	RAB11FIP1-RAB11A complex	8766, 80223
3961	SMAD3-cSKI-SIN3A-HDAC1 complex	6497, 4088, 3065, 25942
3972	Ubiquitin E3 ligase (SMURF2, SMAD3) - SnoN complex, TGF(beta)-dependent	6498, 4088, 64750
3979	mTORC2 complex  (MAPKAP1, MLST8, MTOR, RICTOR)	2475, 253260, 79109, 64223
3988	ClpP complex, heptameric	8192
3991	ClpX complex, hexameric	10845
3992	ClpXP complex	10845, 8192
4025	ACTN1-PARVB complex	87, 29780
4039	PAR4-BACE1 complex	23621, 5074
4043	NEMO-HIF2(alpha)-ARNT complex	405, 2034, 8517
4062	VEGF-A165-KDR-NRP1 complex	8829, 7422, 3791
4072	Ubiquitin E3 ligase (CUL1, RBX1, SKP1)	9978, 6500, 8454
4082	WRN-XRCC6-XRCC5 complex	2547, 7520, 7486
4089	SMAD6-HOXC8 complex	4091, 3224
4090	SMAD6-HOXA9 complex	4091, 3205
4095	CTNNAL1-CTNNB1 complex	1499, 8727
4096	CTNNA1-CTNNB1 complex	1495, 1499
4151	TSC (TSC1, TSC2, AXIN, GSK3) complex	8312, 7249, 2932, 7248
4158	HSP90-FKBP38-CAM-Ca(2+) complex	3320, 801, 23770
4200	DNM1L-FIS1 complex	10059, 51024
4216	HNRNPU-NR3C1 complex	2908, 3192
4389	EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)	8666, 8662, 8668, 8661
4392	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)	8666, 8662, 8668, 8661, 8663
4395	EIF3 complex (EIF3B, EIF3G, EIF3I)	8666, 8662, 8668
4399	EIF3 complex (EIF3B, EIF3J, EIF3I)	8669, 8662, 8668
4403	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)	8666, 8669, 8662, 8668, 8661
4478	CBF-DNA complex	4800, 4801, 4802
4498	p32-CBF-DNA complex	4800, 4801, 708, 4802
4869	beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A)	153, 5576, 9495, 1739
4976	SVIP-VCP-DERL1 complex	7415, 258010, 79139
4977	AMFR-DERL1-VCP complex	7415, 79139, 267
4997	DERL1-VCP-VIMP complex	7415, 55829, 79139
4998	VCP-VIMP-DERL2 complex	7415, 55829, 51009
4999	VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex	7415, 84447, 55829, 79139, 51009, 6400
5099	RB1(hypophosphorylated)-E2F4 complex	5925, 1874
5100	CyclinD3-CDK4-CDK6 complex	1019, 896, 1021
5101	CyclinD3-CDK4-CDK6-p21 complex	1019, 896, 1026, 1021
5107	p34(SEI-1)-CDK4-CyclinD2 complex	1019, 894, 29950
5117	RBL2 complex (DNMT1, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	6839, 1786, 5934, 3065, 1875, 1874
5118	RBL2 complex (EP300, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	6839, 5934, 2033, 3065, 1875, 1874
5144	E2F1-p107-cyclinA complex	890, 5933, 1869
5146	RB1-TFAP2A complex	7020, 5925
5153	CTFC-TAF1 complex	10664, 6418
5154	CTCF-nucleophosmin complex	4869, 10664
5159	E2F4-p107-cyclinE complex	898, 5933, 1874
5160	E2F4-p130 complex	5934, 1874
5162	ELK1-SRF-ELK3 complex	6722, 2002, 2004
5165	AP1G1-PACS1-FURIN complex	164, 5045, 55690
5176	MGC1-DNA-PKcs-Ku complex	2547, 7520, 5591, 9656
5177	Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1)	87, 999, 6714, 3728, 7414, 1499, 5829, 9564, 5310, 5747, 7094
5178	JAK2-PAFR-TYK2 complex	3717, 5724, 7297
5179	NCOA6-DNA-PK-Ku-PARP1 complex	142, 2547, 7520, 5591, 23054
5183	DNA-PK-Ku-eIF2-NF90-NF45 complex	1965, 2547, 7520, 8894, 1968, 5591, 3608, 3609
